flight_id,departure_time,arrival_time,passenger_count,status
385d816a,2024-12-16T04:55:00+00:00,2024-12-16T20:15:00+00:00,92,Estimated
385d8175,2024-12-16T04:35:00+00:00,2024-12-16T15:35:00+00:00,138,Estimated
385d8214,2024-12-16T06:25:00+00:00,2024-12-16T21:35:00+00:00,129,Estimated
385d8224,2024-12-16T05:10:00+00:00,2024-12-16T15:20:00+00:00,230,Estimated
385d822c,2024-12-16T04:45:00+00:00,2024-12-16T14:40:00+00:00,2,Estimated
385d823a,2024-12-16T05:10:00+00:00,2024-12-16T15:25:00+00:00,94,Estimated
385d825e,2024-12-16T04:55:00+00:00,2024-12-16T21:10:00+00:00,92,Estimated
385d8276,2024-12-16T05:10:00+00:00,2024-12-16T14:45:00+00:00,75,Estimated
385d8296,2024-12-16T04:50:00+00:00,2024-12-16T20:35:00+00:00,109,Estimated
385d82b8,2024-12-15T22:30:00+00:00,2024-12-16T17:50:00+00:00,419,Estimated
385d82dc,2024-12-16T05:15:00+00:00,2024-12-16T16:34:00+00:00,147,Estimated
385d82f9,2024-12-16T05:15:00+00:00,2024-12-16T21:10:00+00:00,147,Estimated
385d830d,2024-12-16T07:20:00+00:00,2024-12-16T18:00:00+00:00,123,Estimated
385d83e6,2024-12-16T05:05:00+00:00,2024-12-16T19:40:00+00:00,84,Estimated
385d843e,2024-12-16T05:25:00+00:00,2024-12-16T15:20:00+00:00,87,Estimated
385d8446,2024-12-16T04:10:00+00:00,2024-12-16T15:10:00+00:00,110,Delayed
385d8466,2024-12-16T05:25:00+00:00,2024-12-16T17:15:00+00:00,197,Estimated
385d849f,2024-12-16T05:20:00+00:00,2024-12-16T16:20:00+00:00,269,Estimated
385d84d1,2024-12-16T04:00:00+00:00,2024-12-16T14:25:00+00:00,75,Delayed
385d84dd,2024-12-16T05:15:00+00:00,2024-12-16T17:45:00+00:00,130,Estimated
385d8507,2024-12-16T01:45:00+00:00,2024-12-16T11:51:00+00:00,9,Delayed
385d8540,2024-12-16T05:05:00+00:00,2024-12-16T15:20:00+00:00,148,Delayed
385d8580,2024-12-16T04:15:00+00:00,2024-12-16T14:30:00+00:00,238,Delayed
385d85da,2024-12-16T05:00:00+00:00,2024-12-16T19:05:00+00:00,138,Delayed
385d8619,2024-12-16T06:36:00+00:00,2024-12-16T10:45:00+00:00,84,Landed
385d8626,2024-12-16T05:35:00+00:00,2024-12-16T21:25:00+00:00,147,Estimated
385d8650,2024-12-16T05:27:00+00:00,2024-12-16T15:55:00+00:00,163,Delayed
385d867e,2024-12-16T08:05:00+00:00,2024-12-16T18:55:00+00:00,168,Estimated
385d8690,2024-12-16T05:35:00+00:00,2024-12-16T19:45:00+00:00,74,Estimated
385d86c4,2024-12-16T05:05:00+00:00,2024-12-16T20:35:00+00:00,156,Estimated
385d875f,2024-12-16T05:05:00+00:00,2024-12-16T21:30:00+00:00,177,Estimated
385d876c,2024-12-16T06:40:00+00:00,2024-12-16T15:05:00+00:00,193,Delayed
385d8787,2024-12-16T05:30:00+00:00,2024-12-16T22:25:00+00:00,125,Estimated
385d87c7,2024-12-16T06:05:00+00:00,2024-12-16T18:00:00+00:00,102,Delayed
385d87f4,2024-12-16T05:10:00+00:00,2024-12-16T21:40:00+00:00,148,Estimated
385d880c,2024-12-16T05:30:00+00:00,2024-12-16T20:10:00+00:00,98,Estimated
385d88cc,2024-12-16T07:00:00+00:00,2024-12-16T21:40:00+00:00,91,Estimated
385d88ec,2024-12-16T04:50:00+00:00,2024-12-16T20:50:00+00:00,113,Delayed
385d88f5,2024-12-16T05:50:00+00:00,2024-12-16T19:05:00+00:00,148,Estimated
385d8901,2024-12-16T06:30:00+00:00,2024-12-16T19:55:00+00:00,77,Estimated
385d890d,2024-12-16T05:05:00+00:00,2024-12-16T18:15:00+00:00,2,Estimated
385d8998,2024-12-16T10:59:00+00:00,2024-12-16T15:14:00+00:00,126,Scheduled
385d89af,2024-12-16T05:20:00+00:00,2024-12-16T14:35:00+00:00,376,Estimated
385d89d8,2024-12-16T05:10:00+00:00,2024-12-16T17:05:00+00:00,126,Estimated
385d8a1d,2024-12-16T05:20:00+00:00,2024-12-16T14:40:00+00:00,97,Estimated
385d8a59,2024-12-16T05:05:00+00:00,2024-12-16T15:50:00+00:00,74,Estimated
385d8a67,2024-12-16T05:05:00+00:00,2024-12-16T22:25:00+00:00,148,Estimated
385d8a97,2024-12-16T07:50:00+00:00,2024-12-16T20:05:00+00:00,327,Estimated
385d8a99,2024-12-16T05:45:00+00:00,2024-12-16T16:45:00+00:00,264,Estimated
385d8ac5,2024-12-16T05:05:00+00:00,2024-12-16T15:40:00+00:00,1,Estimated
385d8b22,2024-12-16T05:20:00+00:00,2024-12-16T20:00:00+00:00,114,Estimated
385d8b5c,2024-12-16T08:10:00+00:00,2024-12-16T19:30:00+00:00,335,Estimated
385d8b70,2024-12-16T05:25:00+00:00,2024-12-16T19:05:00+00:00,106,Estimated
385d8bef,2024-12-16T05:30:00+00:00,2024-12-16T16:30:00+00:00,93,Estimated
385d8bf3,2024-12-16T04:55:00+00:00,2024-12-16T14:55:00+00:00,165,Estimated
385d8c1f,2024-12-16T05:30:00+00:00,2024-12-16T21:25:00+00:00,94,Estimated
385d8c5c,2024-12-16T05:15:00+00:00,2024-12-16T16:53:00+00:00,102,Delayed
385d8c7f,2024-12-16T05:20:00+00:00,2024-12-16T14:45:00+00:00,117,Estimated
385d8c82,2024-12-16T04:55:00+00:00,2024-12-16T15:20:00+00:00,1,Delayed
385d8d13,2024-12-16T06:40:00+00:00,2024-12-16T13:50:00+00:00,156,Delayed
385d8d4f,2024-12-15T23:05:00+00:00,2024-12-16T09:05:00+00:00,126,Delayed
385d8d65,2024-12-16T05:30:00+00:00,2024-12-16T19:40:00+00:00,2,Estimated
385d8df7,2024-12-16T03:55:00+00:00,2024-12-16T19:25:00+00:00,1,Delayed
385d8e58,2024-12-16T07:50:00+00:00,2024-12-16T15:00:00+00:00,7,Landed
385d8e64,2024-12-16T05:30:00+00:00,2024-12-16T17:30:00+00:00,85,Estimated
385d8ef6,2024-12-16T05:35:00+00:00,2024-12-16T15:45:00+00:00,161,Estimated
385d8f0c,2024-12-16T07:00:00+00:00,2024-12-16T14:35:00+00:00,132,Delayed
385d8fc7,2024-12-16T05:50:00+00:00,2024-12-16T17:00:00+00:00,2,Estimated
385d8fe7,2024-12-16T05:45:00+00:00,2024-12-16T15:30:00+00:00,321,Estimated
385d907c,2024-12-16T07:55:00+00:00,2024-12-16T18:10:00+00:00,204,Estimated
385d9082,2024-12-16T12:20:00+00:00,2024-12-16T23:55:00+00:00,133,Estimated
385d9085,2024-12-16T05:40:00+00:00,2024-12-16T18:05:00+00:00,97,Estimated
385d90b5,2024-12-16T05:40:00+00:00,2024-12-16T16:40:00+00:00,91,Estimated
385d90da,2024-12-16T07:17:00+00:00,2024-12-16T12:12:00+00:00,3,Landed
385d9122,2024-12-16T06:40:00+00:00,2024-12-16T17:31:29+00:00,10,Delayed
385d916f,2024-12-16T05:55:00+00:00,2024-12-16T23:00:00+00:00,149,Estimated
385d91a7,2024-12-16T05:35:00+00:00,2024-12-16T15:15:00+00:00,150,Estimated
385d91d1,2024-12-16T06:10:00+00:00,2024-12-16T19:55:00+00:00,2,Estimated
385d9204,2024-12-16T05:50:00+00:00,2024-12-16T17:55:00+00:00,102,Estimated
385d920d,2024-12-16T05:45:00+00:00,2024-12-16T19:10:00+00:00,128,Estimated
385d921e,2024-12-16T13:30:00+00:00,2024-12-16T15:50:00+00:00,2,Scheduled
385d9267,2024-12-16T05:30:00+00:00,2024-12-16T16:35:00+00:00,154,Estimated
385d92da,2024-12-16T05:30:00+00:00,2024-12-16T16:45:00+00:00,108,Estimated
385d9324,2024-12-16T05:50:00+00:00,2024-12-16T15:30:00+00:00,2,Estimated
385d932c,2024-12-16T07:02:00+00:00,2024-12-16T18:52:00+00:00,3,Estimated
385d934d,2024-12-16T06:05:00+00:00,2024-12-16T15:30:00+00:00,171,Estimated
385d9371,2024-12-16T07:50:00+00:00,2024-12-16T18:30:00+00:00,108,Estimated
385d937e,2024-12-16T06:00:00+00:00,2024-12-16T21:50:00+00:00,2,Estimated
385d93e0,2024-12-16T05:55:00+00:00,2024-12-16T14:25:00+00:00,152,Estimated
385d941c,2024-12-16T05:50:00+00:00,2024-12-16T17:15:00+00:00,2,Estimated
385d947a,2024-12-16T05:50:00+00:00,2024-12-16T20:25:00+00:00,98,Estimated
385d947e,2024-12-16T06:25:00+00:00,2024-12-16T17:20:00+00:00,153,Estimated
385d94ba,2024-12-16T05:55:00+00:00,2024-12-16T20:55:00+00:00,107,Estimated
385d94cf,2024-12-16T02:50:00+00:00,2024-12-16T14:20:00+00:00,9,Delayed
385d9511,2024-12-16T05:10:00+00:00,2024-12-16T19:45:00+00:00,85,Delayed
385d952e,2024-12-16T07:55:00+00:00,2024-12-16T17:55:00+00:00,1,Estimated
385d9562,2024-12-16T05:30:00+00:00,2024-12-16T20:15:00+00:00,90,Estimated
385d9577,2024-12-16T05:50:00+00:00,2024-12-16T14:55:00+00:00,54,Estimated
385d95e9,2024-12-16T07:15:00+00:00,2024-12-16T21:20:00+00:00,1,Delayed
385d9651,2024-12-16T06:00:00+00:00,2024-12-16T17:06:00+00:00,156,Estimated
385d9696,2024-12-16T07:35:00+00:00,2024-12-16T13:15:00+00:00,80,Delayed
385d9715,2024-12-16T06:05:00+00:00,2024-12-16T18:55:00+00:00,2,Estimated
385d971a,2024-12-16T05:40:00+00:00,2024-12-16T19:20:00+00:00,108,Estimated
385d9744,2024-12-16T06:00:00+00:00,2024-12-16T19:25:00+00:00,119,Estimated
385d9792,2024-12-16T05:00:00+00:00,2024-12-16T16:39:00+00:00,5,Delayed
385d97b5,2024-12-16T05:15:00+00:00,2024-12-16T17:55:00+00:00,1,Estimated
385d97b6,2024-12-15T20:40:00+00:00,2024-12-16T03:30:00+00:00,182,Delayed
385d97eb,2024-12-16T05:50:00+00:00,2024-12-16T21:30:00+00:00,82,Estimated
385d97f4,2024-12-16T05:45:00+00:00,2024-12-16T20:55:00+00:00,83,Estimated
385d9822,2024-12-16T05:01:00+00:00,2024-12-16T20:40:00+00:00,1,Estimated
385d9841,2024-12-16T05:45:00+00:00,2024-12-16T22:20:00+00:00,184,Estimated
385d9873,2024-12-16T06:00:00+00:00,2024-12-16T15:29:59+00:00,8,Estimated
385d98ab,2024-12-16T08:00:00+00:00,2024-12-16T19:30:00+00:00,305,Estimated
385d98ac,2024-12-16T04:55:00+00:00,2024-12-16T15:25:00+00:00,97,Delayed
385d994a,2024-12-16T08:50:00+00:00,2024-12-16T22:25:00+00:00,70,Estimated
385d9982,2024-12-16T07:45:00+00:00,2024-12-16T14:20:00+00:00,239,Estimated
385d99bb,2024-12-16T06:00:00+00:00,2024-12-16T15:00:00+00:00,151,Estimated
385d99c9,2024-12-16T06:05:00+00:00,2024-12-16T22:50:00+00:00,112,Estimated
385d99cd,2024-12-16T05:55:00+00:00,2024-12-16T20:35:00+00:00,110,Estimated
385d9a33,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,2,Scheduled
385d9a47,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,99,Scheduled
385d9a8b,2024-12-16T06:05:00+00:00,2024-12-16T17:10:00+00:00,2,Estimated
385d9a90,2024-12-16T12:05:00+00:00,2024-12-16T14:36:00+00:00,135,Estimated
385d9ac5,2024-12-16T05:55:00+00:00,2024-12-16T16:15:00+00:00,227,Estimated
385d9ad0,2024-12-16T11:10:00+00:00,2024-12-16T16:55:00+00:00,1,Estimated
385d9b62,2024-12-16T08:10:00+00:00,2024-12-16T17:15:00+00:00,305,Estimated
385d9bac,2024-12-16T06:05:00+00:00,2024-12-16T16:05:00+00:00,156,Estimated
385d9c00,2024-12-16T13:20:00+00:00,2024-12-16T17:40:00+00:00,117,Estimated
385d9c13,2024-12-16T06:10:00+00:00,2024-12-16T16:20:00+00:00,167,Estimated
385d9c58,2024-12-16T07:25:00+00:00,2024-12-16T15:40:00+00:00,1,Estimated
385d9c67,2024-12-16T06:00:00+00:00,2024-12-16T16:15:00+00:00,142,Delayed
385d9db8,2024-12-16T06:10:00+00:00,2024-12-16T14:35:00+00:00,139,Estimated
385d9dbf,2024-12-16T07:20:00+00:00,2024-12-16T18:30:00+00:00,185,Delayed
385d9dc0,2024-12-16T06:00:00+00:00,2024-12-16T14:09:00+00:00,6,Landed
385d9de1,2024-12-16T06:00:00+00:00,2024-12-16T16:00:00+00:00,91,Estimated
385d9de8,2024-12-16T04:29:00+00:00,2024-12-16T12:25:00+00:00,9,Delayed
385d9e0e,2024-12-16T06:00:00+00:00,2024-12-16T21:40:00+00:00,123,Estimated
385d9e37,2024-12-16T06:15:00+00:00,2024-12-16T17:40:00+00:00,2,Delayed
385d9e93,2024-12-16T08:20:00+00:00,2024-12-16T18:45:00+00:00,123,Estimated
385d9e9e,2024-12-16T14:25:00+00:00,2024-12-16T18:25:00+00:00,190,Scheduled
385d9ed8,2024-12-16T10:25:00+00:00,2024-12-16T15:25:00+00:00,123,Estimated
385d9f70,2024-12-16T06:25:00+00:00,2024-12-16T21:35:00+00:00,89,Estimated
385d9f87,2024-12-16T06:20:00+00:00,2024-12-16T16:00:00+00:00,2,Estimated
385d9faa,2024-12-16T06:40:00+00:00,2024-12-16T15:55:00+00:00,86,Estimated
385d9fba,2024-12-16T06:37:00+00:00,2024-12-16T14:27:00+00:00,88,Estimated
385da01a,2024-12-16T05:50:00+00:00,2024-12-16T17:00:00+00:00,122,Estimated
385da046,2024-12-16T06:35:00+00:00,2024-12-16T22:30:00+00:00,109,Estimated
385da076,2024-12-16T06:15:00+00:00,2024-12-16T20:00:00+00:00,142,Delayed
385da08b,2024-12-16T07:20:00+00:00,2024-12-16T14:30:00+00:00,291,Delayed
385da0a9,2024-12-16T08:41:00+00:00,2024-12-16T14:07:00+00:00,144,Landed
385da0da,2024-12-16T06:30:00+00:00,2024-12-16T18:45:00+00:00,135,Estimated
385da0f1,2024-12-16T06:45:00+00:00,2024-12-16T20:30:00+00:00,79,Estimated
385da101,2024-12-16T06:10:00+00:00,2024-12-16T18:25:00+00:00,153,Delayed
385da103,2024-12-16T06:30:00+00:00,2024-12-16T18:30:00+00:00,198,Estimated
385da17d,2024-12-16T06:10:00+00:00,2024-12-16T20:30:00+00:00,107,Estimated
385da1b9,2024-12-16T06:45:00+00:00,2024-12-16T21:30:00+00:00,71,Estimated
385da1bd,2024-12-16T06:35:00+00:00,2024-12-16T20:45:00+00:00,81,Delayed
385da1e1,2024-12-16T07:40:00+00:00,2024-12-16T13:40:00+00:00,102,Delayed
385da24b,2024-12-16T06:42:00+00:00,2024-12-16T18:04:00+00:00,70,Estimated
385da27e,2024-12-16T07:00:00+00:00,2024-12-16T18:35:00+00:00,176,Estimated
385da2cf,2024-12-16T08:00:00+00:00,2024-12-16T14:31:00+00:00,3,Estimated
385da2d9,2024-12-16T09:20:00+00:00,2024-12-16T20:35:00+00:00,165,Scheduled
385da2f9,2024-12-16T06:40:00+00:00,2024-12-16T18:05:00+00:00,156,Estimated
385da38a,2024-12-16T08:20:00+00:00,2024-12-16T19:44:00+00:00,164,Estimated
385da3c2,2024-12-16T06:10:00+00:00,2024-12-16T14:10:00+00:00,189,Delayed
385da421,2024-12-16T06:30:00+00:00,1970-01-01T00:00:00+00:00,4,Estimated
385da44a,2024-12-16T07:05:00+00:00,2024-12-16T20:45:00+00:00,143,Estimated
385da465,2024-12-16T06:25:00+00:00,2024-12-16T20:10:00+00:00,127,Estimated
385da46c,2024-12-16T06:45:00+00:00,2024-12-16T20:10:00+00:00,146,Estimated
385da475,2024-12-16T06:30:00+00:00,2024-12-16T14:30:00+00:00,1,Estimated
385da47e,2024-12-16T08:44:00+00:00,2024-12-16T15:21:00+00:00,186,Estimated
385da495,2024-12-16T06:25:00+00:00,2024-12-16T19:35:00+00:00,134,Estimated
385da4c1,2024-12-16T06:50:00+00:00,2024-12-16T16:20:00+00:00,82,Estimated
385da4cb,2024-12-16T06:35:00+00:00,2024-12-16T18:30:00+00:00,105,Estimated
385da4d9,2024-12-16T06:35:00+00:00,2024-12-16T17:45:00+00:00,149,Estimated
385da4da,2024-12-16T06:45:00+00:00,2024-12-16T21:30:00+00:00,153,Estimated
385da4df,2024-12-16T06:50:00+00:00,2024-12-16T18:10:00+00:00,286,Estimated
385da529,2024-12-16T06:30:00+00:00,2024-12-16T17:30:00+00:00,2,Estimated
385da535,2024-12-16T06:40:00+00:00,2024-12-16T22:05:00+00:00,1,Estimated
385da545,2024-12-16T06:40:00+00:00,2024-12-17T00:00:00+00:00,2,Estimated
385da549,2024-12-16T09:00:00+00:00,2024-12-16T16:50:00+00:00,86,Estimated
385da563,2024-12-16T06:25:00+00:00,2024-12-16T20:30:00+00:00,148,Estimated
385da5a1,2024-12-16T05:30:00+00:00,2024-12-16T09:15:00+00:00,2,Delayed
385da5be,2024-12-16T08:40:00+00:00,2024-12-16T15:55:00+00:00,2,Estimated
385da5df,2024-12-16T11:10:00+00:00,2024-12-16T18:45:00+00:00,2,Estimated
385da5ee,2024-12-16T09:35:00+00:00,2024-12-16T17:40:00+00:00,186,Estimated
385da6a9,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,319,Landed
385da6e2,2024-12-16T06:30:00+00:00,2024-12-16T15:10:00+00:00,88,Estimated
385da728,2024-12-16T06:00:00+00:00,2024-12-16T20:25:00+00:00,2,Delayed
385da737,2024-12-16T08:35:00+00:00,2024-12-16T20:50:00+00:00,150,Estimated
385da73b,2024-12-16T08:30:00+00:00,2024-12-16T14:25:00+00:00,73,Delayed
385da794,2024-12-16T06:55:00+00:00,2024-12-16T18:33:00+00:00,415,Estimated
385da7af,2024-12-16T06:30:00+00:00,2024-12-16T19:25:00+00:00,99,Estimated
385da7b2,2024-12-16T09:30:00+00:00,2024-12-16T15:35:00+00:00,93,Estimated
385da7e7,2024-12-16T06:25:00+00:00,2024-12-16T16:00:00+00:00,283,Delayed
385da7fd,2024-12-16T05:35:00+00:00,2024-12-16T16:10:00+00:00,129,Delayed
385da7fe,2024-12-16T06:50:00+00:00,2024-12-16T20:20:00+00:00,152,Estimated
385da82e,2024-12-16T07:30:00+00:00,2024-12-16T11:45:00+00:00,79,Delayed
385da85f,2024-12-16T08:00:00+00:00,2024-12-16T13:09:41+00:00,2,Delayed
385da86f,2024-12-16T06:40:00+00:00,2024-12-16T15:05:00+00:00,180,Estimated
385da89a,2024-12-16T06:35:00+00:00,2024-12-16T22:30:00+00:00,1,Estimated
385da8b5,2024-12-16T06:35:00+00:00,2024-12-16T15:05:00+00:00,131,Estimated
385da8d1,2024-12-16T06:05:00+00:00,2024-12-16T23:55:00+00:00,88,Estimated
385da8f8,2024-12-16T09:30:00+00:00,2024-12-16T20:50:00+00:00,1,Estimated
385da96f,2024-12-16T08:40:00+00:00,2024-12-16T15:55:00+00:00,115,Estimated
385da97e,2024-12-16T06:45:00+00:00,2024-12-16T18:08:00+00:00,132,Estimated
385da9e5,2024-12-16T06:40:00+00:00,2024-12-16T22:00:00+00:00,135,Estimated
385daa19,2024-12-16T05:00:00+00:00,2024-12-16T12:54:00+00:00,2,Delayed
385daa79,2024-12-16T06:40:00+00:00,2024-12-16T17:50:00+00:00,108,Estimated
385daaa3,2024-12-16T09:20:00+00:00,2024-12-16T18:55:00+00:00,38,Estimated
385daab0,2024-12-16T05:20:00+00:00,2024-12-16T15:10:00+00:00,166,Delayed
385dab3f,2024-12-16T08:25:00+00:00,2024-12-16T15:30:00+00:00,76,Estimated
385dab65,2024-12-16T06:55:00+00:00,2024-12-16T22:20:00+00:00,85,Estimated
385dab71,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,156,Scheduled
385dabcd,2024-12-16T06:45:00+00:00,2024-12-16T21:20:00+00:00,1,Estimated
385dabda,2024-12-16T08:50:00+00:00,2024-12-16T19:40:00+00:00,157,Estimated
385dabfe,2024-12-16T00:05:00+00:00,2024-12-16T09:35:00+00:00,194,Delayed
385dac45,2024-12-16T06:55:00+00:00,2024-12-16T16:40:00+00:00,290,Estimated
385dacc0,2024-12-16T06:55:00+00:00,2024-12-16T16:10:00+00:00,47,Estimated
385dacdb,2024-12-16T09:15:00+00:00,2024-12-16T18:25:00+00:00,285,Estimated
385dad17,2024-12-15T21:50:00+00:00,2024-12-16T10:05:00+00:00,193,Delayed
385dad5d,2024-12-16T09:00:00+00:00,2024-12-16T19:40:00+00:00,185,Estimated
385dada0,2024-12-16T06:45:00+00:00,2024-12-16T17:30:00+00:00,161,Estimated
385dadab,2024-12-16T08:05:00+00:00,2024-12-16T14:05:00+00:00,103,Delayed
385dadda,2024-12-16T07:05:00+00:00,2024-12-16T21:30:00+00:00,127,Estimated
385dae24,2024-12-16T06:45:00+00:00,2024-12-16T20:05:00+00:00,103,Estimated
385daebd,2024-12-16T07:17:00+00:00,2024-12-16T15:30:00+00:00,116,Estimated
385daecf,2024-12-16T09:00:00+00:00,2024-12-16T15:21:00+00:00,133,Estimated
385daed8,2024-12-16T07:05:00+00:00,2024-12-16T16:55:00+00:00,7,Estimated
385daee2,2024-12-16T06:55:00+00:00,2024-12-16T15:10:00+00:00,118,Estimated
385daf2a,2024-12-16T07:00:00+00:00,2024-12-16T16:05:00+00:00,400,Estimated
385daf4c,2024-12-16T06:50:00+00:00,2024-12-16T21:30:00+00:00,85,Estimated
385dafc8,2024-12-16T08:30:00+00:00,2024-12-16T17:35:00+00:00,293,Estimated
385dafda,2024-12-16T06:55:00+00:00,2024-12-16T19:05:00+00:00,2,Estimated
385dafe3,2024-12-16T07:45:00+00:00,2024-12-16T20:25:00+00:00,80,Estimated
385db002,2024-12-16T07:25:00+00:00,2024-12-16T21:05:00+00:00,411,Estimated
385db052,2024-12-16T09:00:00+00:00,2024-12-16T15:40:00+00:00,84,Scheduled
385db05d,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,131,Estimated
385db063,2024-12-16T07:14:00+00:00,2024-12-16T16:21:00+00:00,6,Estimated
385db071,2024-12-16T07:05:00+00:00,2024-12-16T16:35:00+00:00,187,Estimated
385db081,2024-12-16T08:35:00+00:00,2024-12-16T16:50:00+00:00,323,Delayed
385db09e,2024-12-16T06:05:00+00:00,2024-12-16T22:15:00+00:00,133,Delayed
385db0aa,2024-12-16T07:15:00+00:00,2024-12-16T23:55:00+00:00,1,Estimated
385db0c3,2024-12-16T09:00:00+00:00,2024-12-16T17:10:37+00:00,8,Delayed
385db0ed,2024-12-16T08:00:00+00:00,2024-12-16T15:50:00+00:00,1,Delayed
385db0f9,2024-12-16T06:20:00+00:00,2024-12-16T16:40:00+00:00,1,Estimated
385db13b,2024-12-16T07:05:00+00:00,2024-12-16T14:35:00+00:00,111,Landed
385db14a,2024-12-16T07:00:00+00:00,2024-12-16T15:30:00+00:00,321,Estimated
385db170,2024-12-16T07:05:00+00:00,2024-12-16T14:45:00+00:00,79,Landed
385db17f,2024-12-16T06:55:00+00:00,2024-12-16T17:50:00+00:00,215,Estimated
385db1a9,2024-12-16T07:20:00+00:00,2024-12-16T18:20:00+00:00,219,Estimated
385db1b6,2024-12-16T06:25:00+00:00,2024-12-16T16:55:00+00:00,68,Delayed
385db1c5,2024-12-16T07:00:00+00:00,2024-12-16T16:30:00+00:00,5,Delayed
385db1cf,2024-12-16T00:10:00+00:00,2024-12-16T11:45:00+00:00,1,Delayed
385db21d,2024-12-16T06:40:00+00:00,2024-12-16T22:35:00+00:00,174,Estimated
385db244,2024-12-16T07:00:00+00:00,2024-12-16T19:00:00+00:00,274,Estimated
385db251,2024-12-16T09:05:00+00:00,2024-12-16T16:50:00+00:00,6,Estimated
385db27e,2024-12-16T06:25:00+00:00,2024-12-16T14:25:00+00:00,89,Delayed
385db2f3,2024-12-16T09:40:00+00:00,2024-12-16T16:05:00+00:00,80,Estimated
385db307,2024-12-16T06:50:00+00:00,2024-12-16T21:35:00+00:00,396,Estimated
385db30c,2024-12-16T07:10:00+00:00,2024-12-16T21:15:00+00:00,70,Estimated
385db32f,2024-12-16T08:20:00+00:00,2024-12-16T18:15:00+00:00,79,Estimated
385db340,2024-12-16T08:55:00+00:00,2024-12-16T14:25:00+00:00,152,Delayed
385db37e,2024-12-16T09:20:00+00:00,2024-12-16T21:05:00+00:00,158,Estimated
385db384,2024-12-16T10:25:00+00:00,2024-12-16T15:55:00+00:00,91,Estimated
385db392,2024-12-16T08:02:00+00:00,2024-12-16T19:44:00+00:00,4,Delayed
385db39a,2024-12-16T08:40:00+00:00,2024-12-16T19:35:00+00:00,139,Estimated
385db3a5,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27,Estimated
385db3ab,2024-12-16T07:20:00+00:00,2024-12-16T16:15:00+00:00,72,Estimated
385db417,2024-12-16T08:05:00+00:00,2024-12-16T16:34:00+00:00,110,Delayed
385db463,2024-12-16T06:55:00+00:00,2024-12-16T23:00:00+00:00,1,Estimated
385db47b,2024-12-16T09:45:00+00:00,2024-12-16T19:55:00+00:00,120,Estimated
385db4c6,2024-12-16T05:00:00+00:00,2024-12-16T13:00:00+00:00,5,Delayed
385db4c8,2024-12-16T04:20:00+00:00,2024-12-16T14:54:48+00:00,10,Delayed
385db4cb,2024-12-16T07:25:00+00:00,2024-12-16T17:10:00+00:00,157,Estimated
385db4f5,2024-12-16T07:05:00+00:00,2024-12-16T19:35:00+00:00,131,Estimated
385db519,2024-12-16T08:50:00+00:00,2024-12-16T14:50:00+00:00,155,Landed
385db530,2024-12-16T06:55:00+00:00,2024-12-16T17:00:00+00:00,87,Estimated
385db546,2024-12-16T07:10:00+00:00,2024-12-16T14:45:00+00:00,137,Estimated
385db564,2024-12-16T05:48:00+00:00,2024-12-16T17:43:00+00:00,105,Delayed
385db593,2024-12-16T08:58:00+00:00,2024-12-16T15:35:00+00:00,115,Estimated
385db599,2024-12-16T06:45:00+00:00,2024-12-16T15:00:00+00:00,2,Delayed
385db59d,2024-12-16T07:05:00+00:00,2024-12-16T23:00:00+00:00,2,Estimated
385db5c1,2024-12-16T07:10:00+00:00,2024-12-16T18:15:00+00:00,88,Estimated
385db5cc,2024-12-16T06:30:00+00:00,2024-12-16T16:54:45+00:00,9,Delayed
385db5d8,2024-12-16T09:40:00+00:00,2024-12-16T14:55:00+00:00,121,Estimated
385db608,2024-12-16T06:30:00+00:00,2024-12-16T09:50:00+00:00,2,Unknown
385db60f,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,7,Estimated
385db63b,2024-12-16T07:40:00+00:00,2024-12-16T14:40:00+00:00,220,Delayed
385db65b,2024-12-16T07:10:00+00:00,2024-12-16T16:10:00+00:00,105,Estimated
385db6ac,2024-12-16T06:40:00+00:00,2024-12-16T15:20:00+00:00,141,Delayed
385db737,2024-12-16T07:20:00+00:00,2024-12-16T19:10:00+00:00,223,Estimated
385db74a,2024-12-16T09:00:00+00:00,2024-12-16T14:35:00+00:00,238,Delayed
385db75b,2024-12-16T10:05:00+00:00,2024-12-16T20:00:00+00:00,193,Estimated
385db76e,2024-12-16T08:00:00+00:00,2024-12-16T15:38:00+00:00,78,Delayed
385db7d2,2024-12-16T04:50:00+00:00,2024-12-16T14:55:00+00:00,2,Delayed
385db7e7,2024-12-16T07:25:00+00:00,2024-12-16T14:45:00+00:00,1,Estimated
385db7f8,2024-12-16T07:30:00+00:00,2024-12-16T21:00:00+00:00,1,Estimated
385db804,2024-12-16T09:25:00+00:00,2024-12-16T15:10:00+00:00,106,Estimated
385db815,2024-12-16T10:00:00+00:00,2024-12-16T20:25:00+00:00,176,Estimated
385db820,2024-12-16T06:45:00+00:00,2024-12-16T22:00:00+00:00,1,Delayed
